Container ID	Container number	Segment ID	Segment name	Slot 1–8	Container name	Target count	Selected parameter names (pipe-delimited)	Reserve count	Reserve parameter names (pipe-delimited)	Selected start sequence	Selected end sequence	Reserve start sequence	Reserve end sequence	Container scope	Container interpretation	Main filters/modulators	Source path	Selection note
CON-051	51.0	SEG-07	Language and Communication	3.0	Syntax and Grammar	32.0	Word-order parsing|Phrase-structure building|Constituent identification|Head-dependent relations|Subject-verb-object mapping|Agreement checking (number/gender)|Tense processing|Aspect processing|Mood/modality processing|Case assignment|Argument-structure mapping|Thematic-role assignment|Clause identification|Subordinate-clause handling|Relative-clause processing|Coordination handling|Long-distance dependency|Filler-gap resolution|Movement/trace processing|Syntactic-ambiguity resolution|Garden-path reprocessing|Incremental parsing|Predictive parsing|Syntactic prediction|Grammatical-category assignment|Function-word processing|Morphological parsing|Inflection processing|Derivation processing|Compounding handling|Word-formation rules|Recursion handling	8.0	Nesting/embedding depth|Center-embedding load|Grammaticality judgment|Syntactic-repair/revision|Structure reanalysis|Cross-linguistic parameter setting|Working-memory syntax load|Syntax-semantics interface	1593.0	1624.0	417.0	424.0	Sentence structure, word order, agreement, tense, dependency, clause relation, grammatical prediction	Organises words into relational structures rather than isolated meanings.	Language, dialect, complexity, working memory, education, exposure	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-052	52.0	SEG-07	Language and Communication	4.0	Comprehension and Discourse Integration	28.0	Sentence-meaning construction|Proposition extraction|Cross-sentence linkage|Reference resolution|Pronoun/anaphora resolution|Coreference tracking|Bridging inference|Elaborative inference|Predictive inference|Coherence building|Local coherence|Global coherence|Topic tracking|Theme/rheme tracking|Given-new integration|Situation-model construction|Mental-model updating|Causal-connective processing|Temporal-connective processing|Discourse-marker use|Implied-conclusion inference|Gist extraction|Summary formation|Main-idea identification|Detail integration|Inconsistency detection|Comprehension monitoring|Repair of misunderstanding	12.0	Perspective tracking (who said what)|Common-ground maintenance|Background-knowledge integration|Schema activation|Prediction of upcoming content|Ambiguity holding|Under-specification handling|Figurative-language integration|Text-structure use|Reading-comprehension strategies|Listening-comprehension strategies|Multi-turn-context integration	1625.0	1652.0	425.0	436.0	Sentence meaning, cross-sentence linkage, reference resolution, coherence, topic tracking, implied conclusion	Builds one situation model from many statements.	Context length, background knowledge, attention, ambiguity, trust, working memory	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 28 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-053	53.0	SEG-07	Language and Communication	5.0	Language Production and Articulation	28.0	Message conceptualisation|Preverbal-message formation|Macro-planning (what to say)|Micro-planning (how to say)|Lexical selection|Lemma retrieval|Word-form encoding|Phonological encoding|Syllabification|Prosody planning|Sentence-frame construction|Grammatical encoding|Agreement production|Word-order generation|Function-word insertion|Morphological encoding|Incremental production|Speech-plan buffering|Articulatory planning|Motor-speech execution|Coarticulation production|Fluency control|Speech-rate control|Pausing/hesitation control|Filler use (um/uh)|Self-monitoring (inner speech)|Error detection (own speech)|Self-repair	12.0	Reformulation|Word-finding (retrieval)|Circumlocution (on block)|Register selection|Politeness encoding|Turn construction|Turn-taking timing|Interruption management|Code-switching|Written-composition planning|Sign-language production|Audience-adapted phrasing	1653.0	1680.0	437.0	448.0	Message formation, word selection, sentence construction, speech planning, articulation, fluency, repair	Converts internal meaning into an external linguistic sequence.	Emotion, time pressure, audience, language proficiency, fatigue, social risk	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 28 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-054	54.0	SEG-07	Language and Communication	6.0	Pragmatics and Implied Meaning	28.0	Speaker-intent inference|Speech-act recognition|Direct-request handling|Indirect-request inference|Implicature (conversational)|Scalar implicature|Presupposition handling|Given-information tracking|Relevance computation|Cooperative-principle use|Maxim-flouting detection|Irony detection|Sarcasm interpretation|Humour interpretation|Politeness inference|Face-saving interpretation|Hedging interpretation|Understatement handling|Overstatement/hyperbole|Metaphor comprehension|Metonymy comprehension|Idiom comprehension|Deixis resolution (I/you/here/now)|Perspective/point-of-view tracking|Common-ground use|Shared-knowledge estimation|Contextual-appropriateness judgment|Register-mismatch detection	12.0	Tone interpretation|Subtext inference|Intent-vs-literal reconciliation|Conversational-repair signalling|Turn-relevance tracking|Topic-shift detection|Backchannel interpretation|Silence interpretation|Threat/insult inference|Compliment inference|Request-refusal softening detection|Speaker-goal modelling	1681.0	1708.0	449.0	460.0	Intent behind words, implicature, irony, sarcasm, politeness, indirect requests, contextual appropriateness	“What was said” and “what was meant” may differ.	Relationship, culture, power, tone, shared knowledge, setting	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 28 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-055	55.0	SEG-07	Language and Communication	7.0	Prosody, Gesture and Non-Verbal Communication	28.0	Intonation production|Intonation interpretation|Pitch-contour use|Stress/emphasis marking|Rhythm/timing|Loudness modulation|Speech-rate signalling|Pause/silence use|Voice-quality signalling|Emotional-prosody expression|Emotional-prosody reading|Facial-expression production|Facial-expression reading|Microexpression detection|Eye-gaze direction|Gaze-following|Mutual-gaze regulation|Eye-contact signalling|Gesture production (co-speech)|Iconic-gesture use|Beat-gesture use|Pointing/deictic gesture|Emblem (symbolic) gestures|Posture signalling|Body-orientation signalling|Interpersonal-distance (proxemics)|Touch signalling (haptics)|Head nod/shake	12.0	Facial-affect blending|Expressive masking (display rules)|Congruence checking (verbal↔nonverbal)|Incongruence/leakage detection|Mirroring/synchrony|Turn-yielding cues|Turn-holding cues|Listener-feedback (backchannel)|Emotional-contagion transmission|Cultural-gesture translation|Nonverbal-deception cue reading|Impression-management signalling	1709.0	1736.0	461.0	472.0	Tone, rhythm, facial expression, posture, gaze, gesture, timing, interpersonal distance	Non-verbal signals can reinforce, weaken or contradict spoken language.	Culture, emotion, personality, relationship, masking, environment	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 28 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-056	56.0	SEG-07	Language and Communication	8.0	Narrative, Reading, Writing and Audience Adaptation	32.0	Story construction|Plot/sequence structuring|Character/agent tracking|Narrative-arc building|Event coherence|Explanation construction|Argument construction|Claim-evidence structuring|Persuasion strategy|Rhetorical-device use|Summarisation|Abstraction (of long text)|Paraphrasing|Reading decoding|Reading fluency|Reading comprehension|Skimming|Scanning|Close reading|Written-composition planning|Drafting|Revising|Editing|Cohesion (linking) devices|Coherence management|Genre selection|Register/tone control|Audience modelling|Reader-knowledge estimation|Perspective-taking (reader)|Clarity optimisation|Ambiguity avoidance	8.0	Emphasis/structure signalling|Formatting for comprehension|Conversational repair (in writing)|Feedback incorporation|Style adaptation|Medium adaptation (text/email/speech)|Message-tailoring by goal|Receiver-understanding checking	1737.0	1768.0	473.0	480.0	Story construction, explanation, written composition, argument, persuasion, summarisation, audience modelling, conversational repair	Communication success is measured by the receiver’s usable understanding, not only sender accuracy.	Purpose, audience, literacy, status, trust, format, medium	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-057	57.0	SEG-08	Emotion, Motivation, Intent and Motive	1.0	Emotion Generation and Affective State	40.0	Core valence (positive/negative)|Arousal dimension|Fear|Anxiety|Anger|Frustration|Irritation|Sadness|Grief|Disappointment|Joy|Happiness|Contentment|Excitement|Interest/curiosity|Surprise|Disgust|Contempt|Shame|Guilt|Embarrassment|Pride|Awe|Gratitude|Hope|Relief|Envy|Jealousy|Love/affection|Compassion/tenderness|Loneliness|Boredom|Nostalgia|Amusement|Anticipation|Trust|Contentment-vs-craving state|Mixed/blended emotion|Mood (diffuse) state|Emotional intensity	2.0	Emotional duration|Emotional-state transition	1769.0	1808.0	481.0	482.0	Valence, arousal, fear, anger, sadness, joy, disgust, surprise, shame, guilt, pride, relief, envy, gratitude	Emotion is a multi-component state, not merely a verbal label.	Body state, interpretation, memory, culture, relationships, hormones, environment	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 40 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-058	58.0	SEG-08	Emotion, Motivation, Intent and Motive	2.0	Emotion Recognition and Labelling	28.0	Self-emotion detection|Self-emotion differentiation|Interoceptive-cue reading|Bodily-signal interpretation|Facial-cue reading (others)|Vocal-cue reading (others)|Postural-cue reading|Contextual-emotion inference|Emotion-word retrieval|Emotion vocabulary use|Emotional granularity|Valence identification|Arousal identification|Discrete-emotion labelling|Blended-emotion parsing|Intensity estimation|Emotion-cause attribution|Emotion-source localisation|Own-vs-other emotion distinction|Empathic-accuracy inference|Mixed-signal disambiguation|Masked-emotion detection|Suppressed-emotion inference|Microexpression reading|Emotion-in-tone detection|Emotion-in-text inference|Alexithymia (labelling difficulty)|Mislabelling detection	12.0	Emotion-memory matching|Prototype-emotion matching|Cultural-display-rule decoding|Context-congruence checking|Ambivalence recognition|Emotional-shift detection|Affect-labelling (naming to regulate)|Second-order emotion (feeling about feeling)|Emotion-prediction (of self)|Emotion-prediction (of others)|Empathic-concern differentiation|Recognition under load	1809.0	1836.0	483.0	494.0	Recognition in self, recognition in others, bodily cue reading, facial cue reading, differentiation, emotion vocabulary	A person may experience an emotion without accurately identifying or naming it.	Interoceptive accuracy, culture, language, masking, attention, social experience	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 28 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-059	59.0	SEG-08	Emotion, Motivation, Intent and Motive	3.0	Emotion Regulation and Coping	36.0	Situation selection|Situation modification|Attentional deployment (distraction)|Attentional deployment (concentration)|Cognitive reappraisal|Positive reappraisal|Perspective-broadening|Reframing|Acceptance|Distancing (self-distancing)|Cognitive change|Expressive suppression|Expression enhancement|Response modulation|Physiological down-regulation|Breathing/relaxation control|Soothing/self-comfort|Rumination interruption|Worry postponement|Problem-focused coping|Emotion-focused coping|Meaning-focused coping|Avoidance coping|Approach coping|Distraction|Venting (regulated)|Humour use|Co-regulation (with others)|Social-support seeking|Emotional labour (display rules)|Impulse-control (emotional)|Delay/pause insertion|Craving regulation|Anger de-escalation|Fear-exposure/approach|Grief processing	4.0	Tolerance of distress|Regulation-strategy selection|Regulation-flexibility|Regulation-under-load capacity	1837.0	1872.0	495.0	498.0	Reappraisal, suppression, acceptance, distancing, expression, distraction, soothing, problem-solving, co-regulation	Regulation can change the emotion, its expression, its meaning or the resulting behaviour.	Stress intensity, skill, social support, fatigue, trauma, culture, time	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-060	60.0	SEG-08	Emotion, Motivation, Intent and Motive	4.0	Positive Valence and Reward	32.0	Reward seeking|Reward anticipation|Incentive salience ('wanting')|Hedonic 'liking'|Consummatory pleasure|Anticipatory pleasure|Reward valuation|Reward-magnitude sensitivity|Reward-probability sensitivity|Reward-delay tolerance|Appetitive motivation|Approach behaviour|Goal pursuit (reward)|Satisfaction|Savouring|Reward learning|Reward-prediction updating|Habit formation (reward)|Reward generalisation|Reward-cue reactivity|Craving|Novelty reward|Curiosity reward|Social reward|Approval/praise sensitivity|Achievement reward|Mastery pleasure|Play/positive-affect seeking|Flow-state engagement|Optimism/positive expectancy|Gratification (immediate)|Gratification (delayed)	8.0	Reward satiation|Reward devaluation|Reward contrast (better/worse than expected)|Relief-as-reward|Positive-memory reactivation|Positive-affect broadening|Reward-driven persistence|Reward-vs-effort weighing	1873.0	1904.0	499.0	506.0	Reward seeking, anticipation, enjoyment, reward valuation, satisfaction, learning from gain, approach, reward habit	“Wanting,” “liking” and learning from reward should be treated separately.	Deprivation, novelty, delay, social approval, personality, prior reward, effort	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-061	61.0	SEG-08	Emotion, Motivation, Intent and Motive	5.0	Negative Valence, Threat and Loss	32.0	Acute-threat response|Potential-threat (anxiety) response|Sustained-threat vigilance|Threat detection|Threat appraisal|Danger prediction|Fear response|Panic response|Freeze response|Flight response|Fight response|Fawn/appease response|Avoidance behaviour|Escape behaviour|Defensive aggression|Loss response|Grief/mourning|Frustration (goal blockage)|Disappointment|Helplessness/learned helplessness|Hopelessness|Worry/anticipatory dread|Rumination (negative)|Vigilance/hyperscanning|Startle enhancement|Safety-seeking|Reassurance-seeking|Withdrawal|Shutdown/collapse|Disgust/contamination avoidance|Shame/social-threat response|Rejection sensitivity	8.0	Uncertainty-driven anxiety|Pain-linked distress|Threat generalisation|Negative-affect narrowing|Catastrophising|Threat-bias in attention|Threat-bias in memory|Recovery from threat state	1905.0	1936.0	507.0	514.0	Acute threat, potential threat, sustained threat, loss, frustration, avoidance, vigilance, defensive reaction	Threat response can prioritise speed and safety over accuracy or long-term planning.	Trauma, uncertainty, controllability, proximity, social support, prior learning	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-062	62.0	SEG-08	Emotion, Motivation, Intent and Motive	6.0	Motivation, Effort and Persistence	36.0	Behavioural activation|Drive/energisation|Goal commitment|Task-value appraisal|Intrinsic motivation|Extrinsic motivation|Self-efficacy|Expectancy of success|Instrumentality (effort→outcome)|Effort willingness|Effort mobilisation|Effort allocation|Effort-cost discounting|Persistence|Grit/long-term perseverance|Task-engagement maintenance|Re-engagement after setback|Disengagement (adaptive)|Goal-shielding (from distraction)|Approach motivation|Avoidance motivation|Achievement motivation|Mastery orientation|Performance orientation|Autonomy need|Competence need|Relatedness need|Curiosity/epistemic drive|Deadline-driven activation|Reward-driven activation|Fear-driven activation (of failure)|Procrastination tendency|Motivation-fatigue interaction|Boredom-driven disengagement|Momentum/streak effects|Flow entry	4.0	Willpower deployment|Motivation regulation (self-motivating)|Goal-progress monitoring|Persistence-vs-quit arbitration	1937.0	1972.0	515.0	518.0	Activation, effort willingness, persistence, task value, self-efficacy, commitment, disengagement, recovery after setback	Capability does not guarantee action; expected value and effort cost influence deployment.	Reward, fatigue, confidence, identity, social pressure, probability of success	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-063	63.0	SEG-08	Emotion, Motivation, Intent and Motive	7.0	Intent Formation and Commitment	32.0	Immediate-intention formation|Future-intention formation|Goal-to-intention conversion|Action commitment|Intention specificity|Implementation intention (if-then)|Intention strength|Priority assignment|Intention-timing setting|Precommitment|Public-commitment effect|Competing-intention arbitration|Intention conflict resolution|Intention maintenance|Intention shielding|Intention revision|Intention abandonment|Intention reactivation|Goal-intention alignment|Plan-intention binding|Volitional commitment|Willingness-vs-intention distinction|Behavioural-intention formation|Contingent intention (only if X)|Conditional-commitment setting|Deadline-linked intention|Follow-through disposition|Intention-behaviour bridging|Intention decay over time|Opportunity-triggered intention|Social-consequence weighting (of intent)|Reversal/veto of intention	8.0	Commitment escalation risk|Commitment de-escalation|Intention-to-persist|Intention-to-stop|Intention-strength calibration|Intention communication|Intention concealment|Intention-vs-motive separation	1973.0	2004.0	519.0	526.0	Immediate intention, future intention, action commitment, priority, implementation intention, competing intentions, intention revision	Intent answers what the person plans to do. It does not by itself reveal why.	Motive, authority, opportunity, resources, social consequence, uncertainty	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-064	64.0	SEG-08	Emotion, Motivation, Intent and Motive	8.0	Motive, Needs, Values and Priority Structure	32.0	Stated motive|Operating (actual) motive|Hidden-motive hypothesis|Intrinsic motive|Extrinsic motive|Approach motive|Avoidance motive|Affiliation need|Achievement need|Power/control need|Autonomy need|Security need|Belonging need|Recognition/status need|Meaning/purpose need|Competence need|Fairness motive|Reciprocity motive|Self-protection motive|Self-enhancement motive|Consistency motive|Curiosity/understanding motive|Survival motive|Care/nurturance motive|Mating/attraction motive|Dominance motive|Cooperation motive|Revenge/retaliation motive|Loyalty motive|Moral/value-based motive|Identity-protection motive|Face-saving motive	8.0	Competing-motive detection|Motive-hierarchy (priority)|Motive-conflict resolution|Value ranking|Value-behaviour alignment|Sacred/protected values|Motive stability vs shift|Motive-inference confidence	2005.0	2036.0	527.0	534.0	Stated motive, hidden motive hypothesis, intrinsic motive, extrinsic motive, approach, avoidance, affiliation, achievement, control, security, meaning, conflicting motive	Motive answers why. Inferred motive must remain a hypothesis until supported or confirmed.	Biology, personality, history, culture, reward, threat, relationship, identity	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-065	65.0	SEG-09	Consciousness, Self and Social Intelligence	1.0	Conscious Awareness and Global Access	36.0	Wakeful awareness|Level of consciousness|Arousal-consciousness coupling|Reportable content|Phenomenal experience|Access (broadcast) consciousness|Global workspace ignition|Conscious access threshold|Attention-consciousness link|Focused experience|Background awareness|Peripheral awareness|Perceptual awareness|Conscious integration (binding)|Unity of experience|Stream-of-consciousness continuity|Unconscious-influence integration|Subliminal processing|Preconscious buffering|Inattentional blindness|Change blindness|Conscious-vs-automatic distinction|Metacognitive access|Introspective report|Self-awareness (in the moment)|State-of-consciousness transitions|Sleep-wake consciousness shift|Dream consciousness|Altered-state consciousness|Flow/absorption state|Mind-wandering awareness|Meta-awareness (noticing wandering)|Depersonalisation/derealisation sensing|Time-perception in consciousness|Volitional awareness|Awareness of intention	4.0	Sense of presence|Attentional-blink gating|Perceptual-rivalry resolution|Confidence in conscious percept	2037.0	2072.0	535.0	538.0	Awareness level, reportable content, focused experience, integration, conscious access, unconscious influence, attentional access, state transitions	Consciousness is not identical to attention, intelligence, language or memory.	Sleep, anaesthesia, attention, brain state, sensory strength, expectation	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-066	66.0	SEG-09	Consciousness, Self and Social Intelligence	2.0	Self-Model, Identity and Narrative Self	32.0	Bodily self (minimal self)|Self-recognition|Mirror self-recognition|Self-face recognition|Self-voice recognition|Sense of ownership|Sense of agency|Self-location|First-person perspective|Autobiographical self|Personal-identity continuity|Narrative-self construction|Life-story integration|Self-concept|Self-schema|Trait self-knowledge|Role identity|Group/social identity|Self-esteem|Self-worth appraisal|Ideal self|Ought self|Feared self|Possible selves|Self-discrepancy detection|Self-consistency maintenance|Self-verification seeking|Self-enhancement|Self-protection|Self-continuity over time|Future-self connectedness|Self-defining memories	8.0	Values-based identity|Identity commitment|Identity exploration|Identity threat detection|Self-relevant encoding|Self-reference effect|Self-updating on feedback|Coherent-self construction	2073.0	2104.0	539.0	546.0	Self-recognition, autobiographical identity, roles, continuity, personal story, self-concept, ideal self, feared self	The self-model is continuously reconstructed from body, memory and social information.	Memory, culture, relationships, age, trauma, feedback, values	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-067	67.0	SEG-09	Consciousness, Self and Social Intelligence	3.0	Personality and Temperament	32.0	Trait extraversion|Trait introversion|Sociability|Assertiveness|Trait agreeableness|Compassion (trait)|Politeness (trait)|Trait conscientiousness|Orderliness|Industriousness|Trait neuroticism (emotional reactivity)|Volatility|Withdrawal tendency|Trait openness|Intellect/curiosity (trait)|Aesthetic sensitivity|Impulsivity|Sensation seeking|Behavioural inhibition (temperament)|Behavioural activation (temperament)|Effortful control (temperament)|Reward sensitivity (trait)|Punishment sensitivity (trait)|Novelty sensitivity|Harm avoidance|Persistence (trait)|Risk tolerance (trait)|Dominance (trait)|Trust (dispositional)|Optimism/pessimism (trait)|Emotional stability|Frustration tolerance (trait)	8.0	Self-monitoring (trait)|Need for cognition|Need for closure|Regulatory focus (promotion/prevention)|Attachment style (trait-level)|Temperamental reactivity|Behavioural consistency|Trait-state interaction	2105.0	2136.0	547.0	554.0	Trait tendencies, sensitivity, sociability, impulsivity, conscientiousness, openness, emotional reactivity, behavioural consistency	Personality describes tendencies, not fixed behaviour in every condition.	Genetics, development, culture, environment, stress, learning, life events	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-068	68.0	SEG-09	Consciousness, Self and Social Intelligence	4.0	Agency, Ownership and Responsibility	36.0	Sense of causing action|Action-ownership|Voluntariness sense|Authorship judgment|Intentional-binding effect|Efference-based agency|Outcome-based agency|Predictive agency (feedforward)|Retrospective agency (inference)|Control estimation|Perceived control|Illusion-of-control susceptibility|Self-vs-other causation|Agency attribution (to self)|Agency attribution (to others)|Responsibility attribution|Blame attribution|Credit attribution|Praise/blame calibration|Free-choice sense|Coercion sensing|Constraint sensing|Learned-helplessness (agency loss)|Autonomy sense|Volitional control|Veto/inhibition of action|Effort-based ownership|Moral responsibility judgment|Accountability acceptance|Excuse/justification generation|Attribution of unintended outcomes|Foreseeability judgment|Negligence vs intent distinction|Locus of control (internal/external)|Self-efficacy for control|Agency under automaticity	4.0	Agency degradation (stress/illness)|Shared-agency (joint action)|Delegated-agency sensing|Agency-restoration	2137.0	2172.0	555.0	558.0	Sense of causing action, action ownership, voluntary control, authorship, responsibility attribution, control estimation	“I acted,” “I intended,” and “I caused the result” are related but separable judgments.	Prediction, feedback, coercion, social norms, mental state, body state	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-069	69.0	SEG-09	Consciousness, Self and Social Intelligence	5.0	Theory of Mind and Social Prediction	36.0	Belief attribution|False-belief understanding|Knowledge-state tracking|Intention inference|Desire attribution|Goal inference (of others)|Emotion attribution|Perception attribution (what they see)|Attention attribution (what they notice)|Perspective taking (visual)|Perspective taking (conceptual)|Second-order ToM (they think that I think)|Recursive mentalising|Deception detection|Deception production (understanding)|Sincerity judgment|Trustworthiness inference|Predicting others' behaviour|Predicting others' choices|Reputation modelling|Personality inference (of others)|Trait attribution|Situational vs dispositional attribution|Fundamental-attribution-error tendency|Mind-reading from cues|Empathic inference|Intention-from-action inference|Hidden-agenda inference|Common-knowledge tracking|Shared-attention (joint attention)|Gaze-based intention reading|Social-role inference|Norm-expectation modelling|Others' knowledge-gap detection|Audience modelling|Persuasion-target modelling	4.0	Coalition/alliance inference|Threat-intent inference|Cooperative-intent inference|Mentalising under load	2173.0	2208.0	559.0	562.0	Belief inference, intention inference, knowledge-state tracking, deception detection, perspective taking, behaviour prediction	Models what another person sees, knows, believes, wants or intends.	Familiarity, emotion, stereotypes, culture, cognitive load, power	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 36 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
CON-070	70.0	SEG-09	Consciousness, Self and Social Intelligence	6.0	Empathy, Compassion and Emotional Sharing	32.0	Emotional resonance|Affective empathy|Emotional contagion|Vicarious emotion|Shared-affect activation|Cognitive empathy|Perspective-taking (affective)|Empathic accuracy|Empathic concern|Sympathy|Compassion|Tenderness/care|Personal-distress (self-oriented)|Distress-vs-concern differentiation|Empathy for pain|Empathy for joy|Empathic-motivation to help|Prosocial motivation|Comforting behaviour|Consolation|Self-other distinction (in empathy)|Emotion-regulation during empathy|Empathic-distress down-regulation|Compassion-fatigue susceptibility|Empathy modulation (by group)|In-group empathy bias|Out-group empathy reduction|Empathy for similar others|Empathy toward suffering|Empathy inhibition (self-protection)|Perspective-mismatch correction|Emotional-mirroring	8.0	Prosocial-cost weighing|Helping-decision formation|Altruistic motivation|Empathy-driven fairness|Warmth expression|Care-based moral response|Empathy calibration|Empathy under threat/stress	2209.0	2240.0	563.0	570.0	Emotional resonance, affective empathy, cognitive empathy, concern, compassion, empathic accuracy, distress regulation	Feeling another’s state, understanding it and deciding to help are different operations.	Relationship, similarity, group identity, fatigue, threat, power, culture	05_PARAMETER_PYRAMID/ASI_Claude_Parameters.docx	Target 32 from corrected 2,560 architecture. Exact names are carried from the 3,204-name ASI_Claude_Parameters v1.0 source in source order. Any source names above the target are preserved in Held Reserve. Six visible candidates are separately marked in Core Reasoning because its target is 48 while the exact source list contains 42 names.
