Node ID	Node class	Exact wording / registered identity	Parent node ID	Side	Segment ID	Container ID	Aligned slot	Active status	Approval status	Source workbook/sheet	Source row	Source preservation	Notes
SB-ASI-P1534	HUMAN_PARAMETER	Noise-robust recognition	CON-049	HUMAN	SEG-07	CON-049	1534	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1535	PRESERVED	“Noise-robust recognition” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1535	HUMAN_PARAMETER	Missing-phoneme restoration	CON-049	HUMAN	SEG-07	CON-049	1535	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1536	PRESERVED	“Missing-phoneme restoration” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1536	HUMAN_PARAMETER	Lexical-access triggering	CON-049	HUMAN	SEG-07	CON-049	1536	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1537	PRESERVED	“Lexical-access triggering” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1537	HUMAN_PARAMETER	Cohort activation	CON-049	HUMAN	SEG-07	CON-049	1537	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1538	PRESERVED	“Cohort activation” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1538	HUMAN_PARAMETER	Uniqueness-point detection	CON-049	HUMAN	SEG-07	CON-049	1538	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1539	PRESERVED	“Uniqueness-point detection” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1539	HUMAN_PARAMETER	Lipreading integration (visual)	CON-049	HUMAN	SEG-07	CON-049	1539	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1540	PRESERVED	“Lipreading integration (visual)” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1540	HUMAN_PARAMETER	Audiovisual speech fusion	CON-049	HUMAN	SEG-07	CON-049	1540	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1541	PRESERVED	“Audiovisual speech fusion” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1541	HUMAN_PARAMETER	Sign-language handshape recognition	CON-049	HUMAN	SEG-07	CON-049	1541	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1542	PRESERVED	“Sign-language handshape recognition” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1542	HUMAN_PARAMETER	Sign-movement recognition	CON-049	HUMAN	SEG-07	CON-049	1542	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1543	PRESERVED	“Sign-movement recognition” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1543	HUMAN_PARAMETER	Written-word (orthographic) recognition	CON-049	HUMAN	SEG-07	CON-049	1543	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1544	PRESERVED	“Written-word (orthographic) recognition” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1544	HUMAN_PARAMETER	Grapheme-phoneme conversion	CON-049	HUMAN	SEG-07	CON-049	1544	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1545	PRESERVED	“Grapheme-phoneme conversion” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1545	HUMAN_PARAMETER	Letter recognition	CON-049	HUMAN	SEG-07	CON-049	1545	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1546	PRESERVED	“Letter recognition” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1546	HUMAN_PARAMETER	Whole-word recognition	CON-049	HUMAN	SEG-07	CON-049	1546	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1547	PRESERVED	“Whole-word recognition” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1547	HUMAN_PARAMETER	Visual word-form processing	CON-049	HUMAN	SEG-07	CON-049	1547	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1548	PRESERVED	“Visual word-form processing” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1548	HUMAN_PARAMETER	Non-word detection	CON-049	HUMAN	SEG-07	CON-049	1548	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1549	PRESERVED	“Non-word detection” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1549	HUMAN_PARAMETER	Homophone handling	CON-049	HUMAN	SEG-07	CON-049	1549	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1550	PRESERVED	“Homophone handling” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1550	HUMAN_PARAMETER	Voice-familiarity use	CON-049	HUMAN	SEG-07	CON-049	1550	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1551	PRESERVED	“Voice-familiarity use” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1551	HUMAN_PARAMETER	Emotional-prosody detection	CON-049	HUMAN	SEG-07	CON-049	1551	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1552	PRESERVED	“Emotional-prosody detection” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1552	HUMAN_PARAMETER	Question-vs-statement intonation	CON-049	HUMAN	SEG-07	CON-049	1552	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1553	PRESERVED	“Question-vs-statement intonation” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1553	HUMAN_PARAMETER	Sarcasm-prosody cue	CON-049	HUMAN	SEG-07	CON-049	1553	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1554	PRESERVED	“Sarcasm-prosody cue” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1554	HUMAN_PARAMETER	Foreign-language phoneme mapping	CON-049	HUMAN	SEG-07	CON-049	1554	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1555	PRESERVED	“Foreign-language phoneme mapping” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1555	HUMAN_PARAMETER	Bilingual language-ID	CON-049	HUMAN	SEG-07	CON-049	1555	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1556	PRESERVED	“Bilingual language-ID” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1556	HUMAN_PARAMETER	Speech-in-noise tracking	CON-049	HUMAN	SEG-07	CON-049	1556	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1557	PRESERVED	“Speech-in-noise tracking” is a distinct operational function inside “Speech and Language-Signal Recognition”. It is reviewed as part of the segment “Language and Communication”. Container purpose: Converts continuous sound or visual symbols into probable language units. Scope: Phoneme recognition, word boundary detection, accent handling, speaker normalisation, visual word recognition, sign recognition Main filters/modulators: Noise, accent, familiarity, hearing, literacy, attention, language exposure
SB-ASI-P1557	HUMAN_PARAMETER	Word-form recognition	CON-050	HUMAN	SEG-07	CON-050	1557	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1558	PRESERVED	“Word-form recognition” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1558	HUMAN_PARAMETER	Lemma access	CON-050	HUMAN	SEG-07	CON-050	1558	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1559	PRESERVED	“Lemma access” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1559	HUMAN_PARAMETER	Word-meaning retrieval	CON-050	HUMAN	SEG-07	CON-050	1559	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1560	PRESERVED	“Word-meaning retrieval” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1560	HUMAN_PARAMETER	Multiple-meaning activation	CON-050	HUMAN	SEG-07	CON-050	1560	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1561	PRESERVED	“Multiple-meaning activation” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1561	HUMAN_PARAMETER	Dominant-meaning selection	CON-050	HUMAN	SEG-07	CON-050	1561	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1562	PRESERVED	“Dominant-meaning selection” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1562	HUMAN_PARAMETER	Subordinate-meaning suppression	CON-050	HUMAN	SEG-07	CON-050	1562	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1563	PRESERVED	“Subordinate-meaning suppression” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1563	HUMAN_PARAMETER	Context-based disambiguation	CON-050	HUMAN	SEG-07	CON-050	1563	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1564	PRESERVED	“Context-based disambiguation” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1564	HUMAN_PARAMETER	Homonym resolution	CON-050	HUMAN	SEG-07	CON-050	1564	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1565	PRESERVED	“Homonym resolution” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1565	HUMAN_PARAMETER	Polysemy handling	CON-050	HUMAN	SEG-07	CON-050	1565	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1566	PRESERVED	“Polysemy handling” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1566	HUMAN_PARAMETER	Synonym selection	CON-050	HUMAN	SEG-07	CON-050	1566	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1567	PRESERVED	“Synonym selection” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1567	HUMAN_PARAMETER	Antonym relation	CON-050	HUMAN	SEG-07	CON-050	1567	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1568	PRESERVED	“Antonym relation” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1568	HUMAN_PARAMETER	Hypernym/hyponym relation	CON-050	HUMAN	SEG-07	CON-050	1568	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1569	PRESERVED	“Hypernym/hyponym relation” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1569	HUMAN_PARAMETER	Meronym (part-whole) relation	CON-050	HUMAN	SEG-07	CON-050	1569	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1570	PRESERVED	“Meronym (part-whole) relation” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1570	HUMAN_PARAMETER	Semantic-feature retrieval	CON-050	HUMAN	SEG-07	CON-050	1570	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1571	PRESERVED	“Semantic-feature retrieval” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1571	HUMAN_PARAMETER	Category relation	CON-050	HUMAN	SEG-07	CON-050	1571	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1572	PRESERVED	“Category relation” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1572	HUMAN_PARAMETER	Semantic priming	CON-050	HUMAN	SEG-07	CON-050	1572	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1573	PRESERVED	“Semantic priming” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1573	HUMAN_PARAMETER	Associative priming	CON-050	HUMAN	SEG-07	CON-050	1573	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1574	PRESERVED	“Associative priming” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1574	HUMAN_PARAMETER	Spreading activation	CON-050	HUMAN	SEG-07	CON-050	1574	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1575	PRESERVED	“Spreading activation” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1575	HUMAN_PARAMETER	Concept retrieval	CON-050	HUMAN	SEG-07	CON-050	1575	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1576	PRESERVED	“Concept retrieval” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1576	HUMAN_PARAMETER	Word-frequency effect	CON-050	HUMAN	SEG-07	CON-050	1576	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1577	PRESERVED	“Word-frequency effect” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1577	HUMAN_PARAMETER	Familiarity effect	CON-050	HUMAN	SEG-07	CON-050	1577	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1578	PRESERVED	“Familiarity effect” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1578	HUMAN_PARAMETER	Concreteness/imageability effect	CON-050	HUMAN	SEG-07	CON-050	1578	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1579	PRESERVED	“Concreteness/imageability effect” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1579	HUMAN_PARAMETER	Age-of-acquisition effect	CON-050	HUMAN	SEG-07	CON-050	1579	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1580	PRESERVED	“Age-of-acquisition effect” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1580	HUMAN_PARAMETER	Lexical-decision speed	CON-050	HUMAN	SEG-07	CON-050	1580	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1581	PRESERVED	“Lexical-decision speed” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1581	HUMAN_PARAMETER	Semantic-neighbourhood effects	CON-050	HUMAN	SEG-07	CON-050	1581	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1582	PRESERVED	“Semantic-neighbourhood effects” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1582	HUMAN_PARAMETER	Tip-of-the-tongue resolution	CON-050	HUMAN	SEG-07	CON-050	1582	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1583	PRESERVED	“Tip-of-the-tongue resolution” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1583	HUMAN_PARAMETER	Cross-language lexical access	CON-050	HUMAN	SEG-07	CON-050	1583	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1584	PRESERVED	“Cross-language lexical access” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1584	HUMAN_PARAMETER	Cognate facilitation	CON-050	HUMAN	SEG-07	CON-050	1584	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1585	PRESERVED	“Cognate facilitation” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
SB-ASI-P1585	HUMAN_PARAMETER	False-friend handling	CON-050	HUMAN	SEG-07	CON-050	1585	ACTIVE	TASK 2 APPROVED	05 Brain Parameters 2560	1586	PRESERVED	“False-friend handling” is a distinct operational function inside “Lexical and Semantic Access”. It is reviewed as part of the segment “Language and Communication”. Container purpose: A word activates multiple possible meanings before context suppresses weaker interpretations. Scope: Word meaning, synonym selection, category relation, ambiguity resolution, semantic association, concept retrieval Main filters/modulators: Context, language, culture, frequency, expertise, priming, age
